sub	sess	t	cond	trig	event	onset
1	0	70	2	10	tgt_on	5071.69762353
1	0	71	1	1	t_start	5078.98213775
1	0	71	1	11	all_drs_on	5080.99330543
1	0	71	1	5	d_clsd	5081.00335106
1	0	71	1	4	d_open	5082.41415800
1	0	71	1	5	d_clsd	5084.02516207
1	0	71	1	4	d_open	5084.51552894
1	0	71	1	5	d_clsd	5085.36601458
1	0	71	1	4	d_open	5085.71623411
1	0	71	1	5	d_clsd	5086.56686404
1	0	71	1	4	d_open	5086.91698607
1	0	71	1	5	d_clsd	5087.76753540
1	0	71	1	4	d_open	5088.11774407
1	0	71	1	5	d_clsd	5088.96829641
1	0	71	1	4	d_open	5089.31851172
1	0	71	1	5	d_clsd	5090.16902543
1	0	71	1	4	d_open	5090.51925492
1	0	71	1	5	d_clsd	5091.36981421
1	0	71	1	4	d_open	5091.72005246
1	0	71	1	5	d_clsd	5092.57054232
1	0	71	1	4	d_open	5093.10090516
1	0	71	1	5	d_clsd	5093.95145720
1	0	71	1	4	d_open	5094.30163206
1	0	71	1	5	d_clsd	5095.15221822
1	0	71	1	4	d_open	5095.50244530
1	0	71	1	7	pre_tgt	5095.56265718
1	0	71	1	9	tgt_on	5096.32300898
1	0	72	2	2	t_start	5105.76890559
1	0	72	2	11	all_drs_on	5107.81023852
1	0	72	2	5	d_clsd	5107.82014952
1	0	72	2	4	d_open	5108.51058673
1	0	72	2	5	d_clsd	5109.46117183
1	0	72	2	4	d_open	5109.81138653
1	0	72	2	5	d_clsd	5110.77200700
1	0	72	2	4	d_open	5111.12222200
1	0	72	2	5	d_clsd	5112.25302255
1	0	72	2	4	d_open	5112.60320224
1	0	72	2	5	d_clsd	5113.85397344
1	0	72	2	4	d_open	5114.20416430
1	0	72	2	5	d_clsd	5115.35487950
1	0	72	2	4	d_open	5115.70515126
1	0	72	2	5	d_clsd	5116.55563448
1	0	72	2	4	d_open	5117.27609356
1	0	72	2	5	d_clsd	5118.12662085
1	0	72	2	4	d_open	5118.47684310
1	0	72	2	5	d_clsd	5119.32737191
1	0	72	2	4	d_open	5119.67762766
1	0	72	2	5	d_clsd	5120.52816613
1	0	72	2	4	d_open	5120.87835306
1	0	72	2	5	d_clsd	5121.72888790
1	0	72	2	4	d_open	5122.07910502
1	0	72	2	5	d_clsd	5122.92971562
1	0	72	2	4	d_open	5123.27993214
1	0	72	2	5	d_clsd	5124.13042411
1	0	72	2	4	d_open	5124.48061467
1	0	72	2	5	d_clsd	5125.33117547
1	0	72	2	4	d_open	5125.68139772
1	0	72	2	8	pre_tgt	5125.75147048
1	0	72	2	10	tgt_on	5126.51205865
1	0	73	2	2	t_start	5129.57388916
1	0	73	2	11	all_drs_on	5135.21744687
1	0	73	2	5	d_clsd	5135.22744118
1	0	73	2	4	d_open	5135.91785304
1	0	73	2	5	d_clsd	5137.06858666
1	0	73	2	4	d_open	5137.41877450
1	0	73	2	5	d_clsd	5138.31935665
1	0	73	2	4	d_open	5138.66954419
1	0	73	2	5	d_clsd	5139.52011918
1	0	73	2	4	d_open	5140.88094793
1	0	73	2	5	d_clsd	5141.73145409
1	0	73	2	4	d_open	5142.08169053
1	0	73	2	5	d_clsd	5142.93222446
1	0	73	2	4	d_open	5143.28245939
1	0	73	2	5	d_clsd	5144.13297129
1	0	73	2	4	d_open	5144.48318630
1	0	73	2	5	d_clsd	5145.33373864
1	0	73	2	4	d_open	5145.68395999
1	0	73	2	5	d_clsd	5146.53450207
1	0	73	2	4	d_open	5146.88467904
1	0	73	2	5	d_clsd	5147.73525463
1	0	73	2	4	d_open	5148.08549530
1	0	73	2	5	d_clsd	5148.93600086
1	0	73	2	4	d_open	5149.28622432
1	0	73	2	5	d_clsd	5150.13676036
1	0	73	2	4	d_open	5150.48698412
1	0	73	2	8	pre_tgt	5150.55708255
1	0	73	2	10	tgt_on	5151.31769154
1	0	74	2	2	t_start	5161.17382063
1	0	74	2	11	all_drs_on	5163.19505688
1	0	74	2	5	d_clsd	5163.20505179
1	0	74	2	4	d_open	5163.77534266
1	0	74	2	5	d_clsd	5164.64588000
1	0	74	2	4	d_open	5164.99612308
1	0	74	2	5	d_clsd	5165.84665853
1	0	74	2	4	d_open	5166.19689980
1	0	74	2	8	pre_tgt	5166.26701331
1	0	74	2	10	tgt_on	5167.02752359
1	0	75	1	1	t_start	5169.67913128
1	0	75	1	11	all_drs_on	5177.22391232
1	0	75	1	5	d_clsd	5177.23388581
1	0	75	1	4	d_open	5177.96426524
1	0	75	1	5	d_clsd	5179.06495788
1	0	75	1	4	d_open	5179.41518406
1	0	75	1	5	d_clsd	5180.26571890
1	0	75	1	4	d_open	5181.41640663
1	0	75	1	5	d_clsd	5182.26701362
1	0	75	1	4	d_open	5184.53842850
1	0	75	1	5	d_clsd	5185.38897480
1	0	75	1	4	d_open	5185.73917170
1	0	75	1	5	d_clsd	5186.58970382
1	0	75	1	4	d_open	5186.93999007
1	0	75	1	5	d_clsd	5187.79048204
1	0	75	1	4	d_open	5188.47088148
1	0	75	1	5	d_clsd	5189.32141631
1	0	75	1	4	d_open	5189.89177450
1	0	75	1	5	d_clsd	5190.74235190
1	0	75	1	4	d_open	5191.12255014
1	0	75	1	5	d_clsd	5191.97310701
1	0	75	1	4	d_open	5192.75357693
1	0	75	1	5	d_clsd	5193.60410694
1	0	75	1	4	d_open	5193.95431651
1	0	75	1	5	d_clsd	5194.80486312
1	0	75	1	4	d_open	5195.15509836
1	0	75	1	5	d_clsd	5196.00566851
1	0	75	1	4	d_open	5196.40584813
1	0	75	1	7	pre_tgt	5196.48605104
1	0	75	1	9	tgt_on	5197.24652812
1	0	76	2	2	t_start	5207.17270039
1	0	76	2	11	all_drs_on	5209.46414344
1	0	76	2	5	d_clsd	5209.47413744
1	0	76	2	4	d_open	5209.83429605
1	0	76	2	5	d_clsd	5210.68503344
1	0	76	2	4	d_open	5211.03513826
1	0	76	2	5	d_clsd	5211.88566133
1	0	76	2	4	d_open	5212.23588418
1	0	76	2	5	d_clsd	5213.08643019
1	0	76	2	4	d_open	5213.43662377
1	0	76	2	5	d_clsd	5214.27711086
1	0	76	2	4	d_open	5216.86873699
1	0	76	2	8	pre_tgt	5216.93899420
1	0	76	2	10	tgt_on	5217.69952139
1	0	77	2	2	t_start	5237.93202040
1	0	77	2	11	all_drs_on	5239.95328653
1	0	77	2	5	d_clsd	5239.96326243
1	0	77	2	4	d_open	5240.80381533
1	0	77	2	5	d_clsd	5241.65432904
1	0	77	2	4	d_open	5242.00462525
1	0	77	2	5	d_clsd	5242.85514349
1	0	77	2	4	d_open	5243.20530536
1	0	77	2	5	d_clsd	5244.05587250
1	0	77	2	4	d_open	5244.40608147
1	0	77	2	5	d_clsd	5245.25659488
1	0	77	2	4	d_open	5245.60693214
1	0	77	2	5	d_clsd	5246.45735257
1	0	77	2	4	d_open	5246.80756033
1	0	77	2	5	d_clsd	5247.65811540
1	0	77	2	4	d_open	5248.00832497
1	0	77	2	5	d_clsd	5248.85885317
1	0	77	2	4	d_open	5250.69004840
1	0	77	2	5	d_clsd	5251.54056241
1	0	77	2	4	d_open	5251.89078316
1	0	77	2	5	d_clsd	5252.74132403
1	0	77	2	4	d_open	5253.09154206
1	0	77	2	5	d_clsd	5253.94206512
1	0	77	2	4	d_open	5254.29232933
1	0	77	2	5	d_clsd	5255.14286568
1	0	77	2	4	d_open	5256.82387218
1	0	77	2	5	d_clsd	5257.67440098
1	0	77	2	4	d_open	5258.02462806
1	0	77	2	5	d_clsd	5258.87512909
1	0	77	2	4	d_open	5259.22543103
1	0	77	2	5	d_clsd	5260.07592482
1	0	77	2	4	d_open	5260.42614284
1	0	77	2	8	pre_tgt	5260.49632156
1	0	77	2	10	tgt_on	5261.25680709
1	0	78	2	2	t_start	5264.18855732
1	0	78	2	11	all_drs_on	5274.92535632
1	0	78	2	5	d_clsd	5274.93541915
1	0	78	2	4	d_open	5275.58567567
1	0	78	2	5	d_clsd	5276.55627535
1	0	78	2	4	d_open	5277.15665601
1	0	78	2	5	d_clsd	5278.00721620
1	0	78	2	4	d_open	5278.35745506
1	0	78	2	5	d_clsd	5279.20799744
1	0	78	2	4	d_open	5279.66825973
1	0	78	2	5	d_clsd	5280.51877857
1	0	78	2	4	d_open	5282.15986096
1	0	78	2	5	d_clsd	5283.01033633
1	0	78	2	4	d_open	5283.36054983
1	0	78	2	5	d_clsd	5284.21107893
1	0	78	2	4	d_open	5284.56132201
1	0	78	2	5	d_clsd	5285.41185534
1	0	78	2	4	d_open	5285.94220700
1	0	78	2	5	d_clsd	5286.79274969
1	0	78	2	4	d_open	5287.14296198
1	0	78	2	5	d_clsd	5287.99348746
1	0	78	2	4	d_open	5288.34373869
1	0	78	2	8	pre_tgt	5288.42402070
1	0	78	2	10	tgt_on	5289.18431846
1	0	79	2	2	t_start	5293.40695056
1	0	79	2	11	all_drs_on	5295.42822242
1	0	79	2	5	d_clsd	5295.43825749
1	0	79	2	4	d_open	5296.05856005
1	0	79	2	5	d_clsd	5296.90913685
1	0	79	2	4	d_open	5297.25929601
1	0	79	2	5	d_clsd	5298.24992446
1	0	79	2	4	d_open	5298.60020135
1	0	79	2	8	pre_tgt	5298.66028373
1	0	79	2	10	tgt_on	5299.42085317
1	0	80	1	1	t_start	5302.06243093
1	0	80	1	11	all_drs_on	5307.25571794
1	0	80	1	5	d_clsd	5307.26566667
1	0	80	1	4	d_open	5308.39629153
1	0	80	1	5	d_clsd	5309.24686078
1	0	80	1	4	d_open	5309.59707850
1	0	80	1	5	d_clsd	5310.44761183
1	0	80	1	4	d_open	5310.79782291
1	0	80	1	5	d_clsd	5311.64835504
1	0	80	1	4	d_open	5311.99858997
1	0	80	1	5	d_clsd	5312.84913144
1	0	80	1	4	d_open	5313.19933921
1	0	80	1	5	d_clsd	5314.04988280
1	0	80	1	4	d_open	5314.40009449
1	0	80	1	5	d_clsd	5315.25061121
1	0	80	1	4	d_open	5316.14118457
1	0	80	1	5	d_clsd	5316.99173208
1	0	80	1	4	d_open	5317.34198211
1	0	80	1	5	d_clsd	5318.19261053
1	0	80	1	4	d_open	5319.54335381
1	0	80	1	5	d_clsd	5320.39391913
1	0	80	1	4	d_open	5320.74415225
1	0	80	1	5	d_clsd	5321.59467652
1	0	80	1	4	d_open	5322.37514946
1	0	80	1	5	d_clsd	5323.22564264
1	0	80	1	4	d_open	5323.67593538
1	0	80	1	5	d_clsd	5324.52651127
1	0	80	1	4	d_open	5325.02678582
1	0	80	1	5	d_clsd	5325.87734149
1	0	80	1	4	d_open	5327.57838611
1	0	80	1	5	d_clsd	5328.42890797
1	0	80	1	4	d_open	5329.78977325
1	0	80	1	5	d_clsd	5330.64030598
1	0	80	1	4	d_open	5332.18127199
1	0	80	1	7	pre_tgt	5332.24137127
1	0	80	1	9	tgt_on	5333.00192261
1	0	81	1	1	t_start	5343.66851964
1	0	81	1	11	all_drs_on	5345.68987211
1	0	81	1	5	d_clsd	5345.69985012
1	0	81	1	4	d_open	5346.35021320
1	0	81	1	5	d_clsd	5347.20072147
1	0	81	1	4	d_open	5347.55095097
1	0	81	1	5	d_clsd	5348.40148490
1	0	81	1	4	d_open	5348.85177794
1	0	81	1	5	d_clsd	5349.70230131
1	0	81	1	4	d_open	5350.70293916
1	0	81	1	5	d_clsd	5351.55349301
1	0	81	1	4	d_open	5351.90369353
1	0	81	1	5	d_clsd	5352.75418550
1	0	81	1	4	d_open	5353.10443613
1	0	81	1	5	d_clsd	5353.95495618
1	0	81	1	4	d_open	5354.30519714
1	0	81	1	5	d_clsd	5355.15573319
1	0	81	1	4	d_open	5355.50596057
1	0	81	1	5	d_clsd	5358.57789256
1	0	81	1	4	d_open	5359.12826272
1	0	81	1	5	d_clsd	5359.97886307
1	0	81	1	4	d_open	5360.88939274
1	0	81	1	5	d_clsd	5361.73988109
1	0	81	1	4	d_open	5362.09014681
1	0	81	1	5	d_clsd	5362.94063939
1	0	81	1	4	d_open	5364.86181994
1	0	81	1	5	d_clsd	5365.71235840
1	0	81	1	4	d_open	5367.16331224
1	0	81	1	7	pre_tgt	5367.22333817
1	0	81	1	9	tgt_on	5367.98390641
1	0	82	2	2	t_start	5376.54930789
1	0	82	2	11	all_drs_on	5378.57053055
1	0	82	2	5	d_clsd	5378.58047626
1	0	82	2	4	d_open	5379.18081285
1	0	82	2	5	d_clsd	5380.03137515
1	0	82	2	4	d_open	5380.38158442
1	0	82	2	5	d_clsd	5381.23213737
1	0	82	2	4	d_open	5381.80252695
1	0	82	2	5	d_clsd	5382.65306209
1	0	82	2	4	d_open	5383.00326201
1	0	82	2	5	d_clsd	5383.85379201
1	0	82	2	4	d_open	5384.20406649
1	0	82	2	5	d_clsd	5385.05458291
1	0	82	2	4	d_open	5385.40482207
1	0	82	2	5	d_clsd	5386.25530891
1	0	82	2	4	d_open	5386.60551667
1	0	82	2	5	d_clsd	5387.45603129
1	0	82	2	4	d_open	5387.80629399
1	0	82	2	5	d_clsd	5388.65685962
1	0	82	2	4	d_open	5389.00703659
1	0	82	2	5	d_clsd	5389.85756328
1	0	82	2	4	d_open	5390.20779489
1	0	82	2	5	d_clsd	5391.05830135
1	0	82	2	4	d_open	5393.18967424
1	0	82	2	8	pre_tgt	5393.24985563
1	0	82	2	10	tgt_on	5394.01027897
1	0	83	2	2	t_start	5403.82642237
1	0	83	2	11	all_drs_on	5405.83767276
1	0	83	2	5	d_clsd	5405.84771477
1	0	83	2	4	d_open	5406.50804710
1	0	83	2	5	d_clsd	5407.35853967
1	0	83	2	4	d_open	5407.70876283
1	0	83	2	5	d_clsd	5408.55932514
1	0	83	2	4	d_open	5408.90955041
1	0	83	2	5	d_clsd	5409.76009732
1	0	83	2	4	d_open	5410.11027218
1	0	83	2	5	d_clsd	5410.96084204
1	0	83	2	4	d_open	5411.31103923
1	0	83	2	5	d_clsd	5412.16159098
1	0	83	2	4	d_open	5412.51179451
1	0	83	2	5	d_clsd	5413.36235923
1	0	83	2	4	d_open	5413.80269660
1	0	83	2	5	d_clsd	5414.65324593
1	0	83	2	4	d_open	5416.63440744
1	0	83	2	5	d_clsd	5417.48492446
1	0	83	2	4	d_open	5417.83521705
1	0	83	2	5	d_clsd	5418.68567974
1	0	83	2	4	d_open	5419.03593067
1	0	83	2	8	pre_tgt	5419.09606105
1	0	83	2	10	tgt_on	5419.85665133
1	0	84	1	1	t_start	5435.05604306
1	0	84	1	11	all_drs_on	5437.07731976
1	0	84	1	5	d_clsd	5437.08733248
1	0	84	1	4	d_open	5437.70767519
1	0	84	1	5	d_clsd	5438.55820973
1	0	84	1	4	d_open	5439.15858133
1	0	84	1	7	pre_tgt	5439.21862537
1	0	84	1	9	tgt_on	5439.97931406
1	0	85	2	2	t_start	5442.62084382
1	0	85	2	11	all_drs_on	5450.45580307
1	0	85	2	5	d_clsd	5450.46576569
1	0	85	2	4	d_open	5451.03606108
1	0	85	2	5	d_clsd	5451.88658535
1	0	85	2	4	d_open	5452.23680217
1	0	85	2	5	d_clsd	5453.08733942
1	0	85	2	4	d_open	5453.43757466
1	0	85	2	5	d_clsd	5454.28808897
1	0	85	2	4	d_open	5454.84845827
1	0	85	2	5	d_clsd	5455.69897923
1	0	85	2	4	d_open	5456.04920329
1	0	85	2	5	d_clsd	5456.89974205
1	0	85	2	4	d_open	5457.24996340
1	0	85	2	5	d_clsd	5458.10046141
1	0	85	2	4	d_open	5458.45071626
1	0	85	2	5	d_clsd	5459.30127102
1	0	85	2	4	d_open	5459.67148340
1	0	85	2	5	d_clsd	5460.52202036
1	0	85	2	4	d_open	5460.87228366
1	0	85	2	5	d_clsd	5461.72279797
1	0	85	2	4	d_open	5462.07304860
1	0	85	2	5	d_clsd	5462.92353242
1	0	85	2	4	d_open	5463.58393720
1	0	85	2	5	d_clsd	5464.43454117
1	0	85	2	4	d_open	5464.78471240
1	0	85	2	5	d_clsd	5465.63523486
1	0	85	2	4	d_open	5465.98548006
1	0	85	2	5	d_clsd	5466.83599407
1	0	85	2	4	d_open	5467.32629815
1	0	85	2	5	d_clsd	5468.17683601
1	0	85	2	4	d_open	5468.52705766
1	0	85	2	5	d_clsd	5469.37761061
1	0	85	2	4	d_open	5469.87790267
1	0	85	2	5	d_clsd	5470.72842694
1	0	85	2	4	d_open	5471.48891639
1	0	85	2	5	d_clsd	5472.33944942
1	0	85	2	4	d_open	5472.83977951
1	0	85	2	8	pre_tgt	5472.90000438
1	0	85	2	10	tgt_on	5473.66034772
1	0	86	1	1	t_start	5812.45320759
1	0	86	1	11	all_drs_on	5814.47448429
1	0	86	1	5	d_clsd	5814.48448373
1	0	86	1	4	d_open	5815.12481959
1	0	86	1	5	d_clsd	5815.97535413
1	0	86	1	4	d_open	5816.32562619
1	0	86	1	5	d_clsd	5817.17616254
1	0	86	1	4	d_open	5817.52633710
1	0	86	1	7	pre_tgt	5817.58664316
1	0	86	1	9	tgt_on	5818.34695692
1	0	87	2	2	t_start	5820.98857694
1	0	87	2	11	all_drs_on	5823.00980987
1	0	87	2	5	d_clsd	5823.01980991
1	0	87	2	4	d_open	5823.74021466
1	0	87	2	5	d_clsd	5824.59078482
1	0	87	2	4	d_open	5824.94100043
1	0	87	2	5	d_clsd	5825.79153164
1	0	87	2	4	d_open	5826.14170892
1	0	87	2	8	pre_tgt	5826.22189312
1	0	87	2	10	tgt_on	5826.98243117
1	0	88	1	1	t_start	5829.62401677
1	0	88	1	11	all_drs_on	5831.64524396
1	0	88	1	5	d_clsd	5831.65528537
1	0	88	1	4	d_open	5832.19551482
1	0	88	1	7	pre_tgt	5832.26582847
1	0	88	1	9	tgt_on	5833.02622072
1	0	89	2	2	t_start	5835.65778183
1	0	89	2	11	all_drs_on	5837.68909419
1	0	89	2	5	d_clsd	5837.69906586
1	0	89	2	4	d_open	5838.41947121
1	0	89	2	5	d_clsd	5839.75031311
1	0	89	2	4	d_open	5840.10051876
1	0	89	2	5	d_clsd	5840.95111065
1	0	89	2	4	d_open	5841.30127223
1	0	89	2	5	d_clsd	5842.15184027
1	0	89	2	4	d_open	5842.50203415
1	0	89	2	5	d_clsd	5843.35257503
1	0	89	2	4	d_open	5843.70285554
1	0	89	2	5	d_clsd	5844.55334932
1	0	89	2	4	d_open	5844.90352599
1	0	89	2	5	d_clsd	5845.75412483
1	0	89	2	4	d_open	5846.10433108
1	0	89	2	5	d_clsd	5846.95482728
1	0	89	2	4	d_open	5847.30506764
1	0	89	2	5	d_clsd	5848.15558316
1	0	89	2	4	d_open	5848.50581869
1	0	89	2	5	d_clsd	5849.35639760
1	0	89	2	4	d_open	5849.70662620
1	0	89	2	5	d_clsd	5850.55708587
1	0	89	2	4	d_open	5850.90730661
1	0	89	2	8	pre_tgt	5850.96740378
1	0	89	2	10	tgt_on	5851.72795240
1	0	90	2	2	t_start	5854.36957211
1	0	90	2	11	all_drs_on	5856.39085787
1	0	90	2	5	d_clsd	5856.40088931
1	0	90	2	4	d_open	5859.44265603
1	0	90	2	5	d_clsd	5860.77352329
1	0	90	2	4	d_open	5861.26381138
1	0	90	2	5	d_clsd	5862.89489191
1	0	90	2	4	d_open	5863.34512971
1	0	90	2	8	pre_tgt	5863.41524624
1	0	90	2	10	tgt_on	5864.17575834
1	0	91	1	1	t_start	5866.80739068
1	0	91	1	11	all_drs_on	5868.82866617
1	0	91	1	5	d_clsd	5868.83865595
1	0	91	1	4	d_open	5869.94929370
1	0	91	1	5	d_clsd	5870.95996510
1	0	91	1	4	d_open	5871.31011310
1	0	91	1	5	d_clsd	5872.16067812
1	0	91	1	4	d_open	5872.51090067
1	0	91	1	5	d_clsd	5873.36144698
1	0	91	1	4	d_open	5873.71164026
1	0	91	1	5	d_clsd	5874.56218475
1	0	91	1	4	d_open	5874.91237984
1	0	91	1	7	pre_tgt	5874.97258689
1	0	91	1	9	tgt_on	5875.73300359
1	0	92	2	2	t_start	5878.36465224
1	0	92	2	11	all_drs_on	5880.37592165
1	0	92	2	5	d_clsd	5880.38591354
1	0	92	2	4	d_open	5880.93619104
1	0	92	2	5	d_clsd	5881.78671018
1	0	92	2	4	d_open	5882.13694752
1	0	92	2	5	d_clsd	5882.98746817
1	0	92	2	4	d_open	5883.33768590
1	0	92	2	5	d_clsd	5884.18823492
1	0	92	2	4	d_open	5884.53845083
1	0	92	2	5	d_clsd	5885.38902039
1	0	92	2	4	d_open	5885.73920279
1	0	92	2	5	d_clsd	5886.58974306
1	0	92	2	4	d_open	5887.10002158
1	0	92	2	5	d_clsd	5887.95058570
1	0	92	2	4	d_open	5888.30079950
1	0	92	2	5	d_clsd	5889.15134460
1	0	92	2	4	d_open	5889.59162432
1	0	92	2	8	pre_tgt	5889.66176017
1	0	92	2	10	tgt_on	5890.42235166
1	0	93	1	1	t_start	5893.05387654
1	0	93	1	11	all_drs_on	5895.06517251
1	0	93	1	5	d_clsd	5895.07514388
1	0	93	1	4	d_open	5895.57535202
1	0	93	1	5	d_clsd	5896.42590497
1	0	93	1	4	d_open	5896.87618654
1	0	93	1	5	d_clsd	5897.88683017
1	0	93	1	4	d_open	5898.23704789
1	0	93	1	5	d_clsd	5899.08755647
1	0	93	1	4	d_open	5899.43780740
1	0	93	1	5	d_clsd	5900.28833258
1	0	93	1	4	d_open	5900.63855543
1	0	93	1	5	d_clsd	5901.48908393
1	0	93	1	4	d_open	5901.83926935
1	0	93	1	5	d_clsd	5902.68987694
1	0	93	1	4	d_open	5903.04006056
1	0	93	1	5	d_clsd	5903.89059147
1	0	93	1	4	d_open	5904.24084753
1	0	93	1	5	d_clsd	5905.09135128
1	0	93	1	4	d_open	5905.44157262
1	0	93	1	5	d_clsd	5906.29210776
1	0	93	1	4	d_open	5906.74236518
1	0	93	1	5	d_clsd	5907.59292507
1	0	93	1	4	d_open	5907.94313103
1	0	93	1	5	d_clsd	5908.79366466
1	0	93	1	4	d_open	5909.14388359
1	0	93	1	5	d_clsd	5909.99442265
1	0	93	1	4	d_open	5910.39465388
1	0	93	1	7	pre_tgt	5910.45475649
1	0	93	1	9	tgt_on	5911.21533952
1	0	94	2	2	t_start	5913.85696920
1	0	94	2	11	all_drs_on	5917.21902354
1	0	94	2	5	d_clsd	5917.22902268
1	0	94	2	4	d_open	5917.74933445
1	0	94	2	5	d_clsd	5918.61983557
1	0	94	2	4	d_open	5918.97006567
1	0	94	2	5	d_clsd	5919.82064187
1	0	94	2	4	d_open	5920.17080103
1	0	94	2	5	d_clsd	5921.01134548
1	0	94	2	4	d_open	5921.36158705
1	0	94	2	5	d_clsd	5922.21209442
1	0	94	2	4	d_open	5922.65240522
1	0	94	2	5	d_clsd	5923.50295848
1	0	94	2	4	d_open	5923.85311824
1	0	94	2	5	d_clsd	5924.70365097
1	0	94	2	4	d_open	5925.05386688
1	0	94	2	5	d_clsd	5925.90439991
1	0	94	2	4	d_open	5926.25462427
1	0	94	2	5	d_clsd	5927.10515488
1	0	94	2	4	d_open	5928.21584817
1	0	94	2	8	pre_tgt	5928.27593025
1	0	94	2	10	tgt_on	5929.03650060
1	0	95	1	1	t_start	5931.66809884
1	0	95	1	11	all_drs_on	5935.10035123
1	0	95	1	5	d_clsd	5935.11024290
1	0	95	1	4	d_open	5935.65057801
1	0	95	1	5	d_clsd	5936.52108607
1	0	95	1	4	d_open	5936.87132039
1	0	95	1	7	pre_tgt	5936.93158118
1	0	95	1	9	tgt_on	5937.69192272
1	0	96	2	2	t_start	5940.34362639
1	0	96	2	11	all_drs_on	5942.36486566
1	0	96	2	5	d_clsd	5942.37477333
1	0	96	2	4	d_open	5943.17525844
1	0	96	2	5	d_clsd	5944.02581078
1	0	96	2	4	d_open	5944.37602187
1	0	96	2	5	d_clsd	5945.22655731
1	0	96	2	4	d_open	5945.57681035
1	0	96	2	5	d_clsd	5946.42730534
1	0	96	2	4	d_open	5947.09779137
1	0	96	2	5	d_clsd	5947.94829360
1	0	96	2	4	d_open	5948.29850801
1	0	96	2	8	pre_tgt	5948.35879596
1	0	96	2	10	tgt_on	5949.11908859
1	0	97	2	2	t_start	5951.76072612
1	0	97	2	11	all_drs_on	5953.77199824
1	0	97	2	5	d_clsd	5953.78201127
1	0	97	2	4	d_open	5954.13217858
1	0	97	2	8	pre_tgt	5954.21236791
1	0	97	2	10	tgt_on	5954.97276137
1	0	98	1	1	t_start	5957.61439255
1	0	98	1	11	all_drs_on	5961.19666162
1	0	98	1	5	d_clsd	5961.20667344
1	0	98	1	4	d_open	5961.74691859
1	0	98	1	5	d_clsd	5962.79757357
1	0	98	1	4	d_open	5963.14777861
1	0	98	1	7	pre_tgt	5963.22791754
1	0	98	1	9	tgt_on	5963.98845951
1	0	99	1	1	t_start	5966.64009950
1	0	99	1	11	all_drs_on	5968.65133751
1	0	99	1	5	d_clsd	5968.66137801
1	0	99	1	4	d_open	5970.18221896
1	0	99	1	7	pre_tgt	5970.26248557
1	0	99	1	9	tgt_on	5971.02285004
1	0	100	1	1	t_start	5973.66456998
1	0	100	1	11	all_drs_on	5975.68575521
1	0	100	1	5	d_clsd	5975.69580748
1	0	100	1	4	d_open	5976.40619920
1	0	100	1	5	d_clsd	5977.25666099
1	0	100	1	4	d_open	5977.68694518
1	0	100	1	5	d_clsd	5978.53748696
1	0	100	1	4	d_open	5978.88769714
1	0	100	1	7	pre_tgt	5978.94796698
1	0	100	1	9	tgt_on	5979.70839214
1	0	101	1	1	t_start	5982.34992672
1	0	101	1	11	all_drs_on	5984.37120402
1	0	101	1	5	d_clsd	5984.38124995
1	0	101	1	4	d_open	5984.87149367
1	0	101	1	5	d_clsd	5985.82201266
1	0	101	1	4	d_open	5986.17227777
1	0	101	1	5	d_clsd	5987.02278303
1	0	101	1	4	d_open	5987.46312583
1	0	101	1	5	d_clsd	5988.52375339
1	0	101	1	4	d_open	5988.87397021
1	0	101	1	7	pre_tgt	5988.94423074
1	0	101	1	9	tgt_on	5989.70459310
1	0	102	1	1	t_start	5992.33620854
1	0	102	1	11	all_drs_on	5994.36750612
1	0	102	1	5	d_clsd	5994.37747779
1	0	102	1	4	d_open	5994.85774379
1	0	102	1	5	d_clsd	5995.74830417
1	0	102	1	4	d_open	5996.09849503
1	0	102	1	5	d_clsd	5996.94915756
1	0	102	1	4	d_open	5997.40937608
1	0	102	1	7	pre_tgt	5997.47961216
1	0	102	1	9	tgt_on	5998.24001316
1	0	103	1	1	t_start	6000.87159510
1	0	103	1	11	all_drs_on	6002.90284678
1	0	103	1	5	d_clsd	6002.91286404
1	0	103	1	4	d_open	6003.46309927
1	0	103	1	5	d_clsd	6004.31367697
1	0	103	1	4	d_open	6004.66390073
1	0	103	1	5	d_clsd	6005.51443467
1	0	103	1	4	d_open	6006.91531039
1	0	103	1	7	pre_tgt	6006.97545918
1	0	103	1	9	tgt_on	6007.73601867
1	0	104	2	2	t_start	6010.38755119
1	0	104	2	11	all_drs_on	6013.10926816
1	0	104	2	5	d_clsd	6013.11928028
1	0	104	2	4	d_open	6013.83965967
1	0	104	2	5	d_clsd	6014.79025292
1	0	104	2	4	d_open	6015.14047125
1	0	104	2	5	d_clsd	6015.99099884
1	0	104	2	4	d_open	6016.34123377
1	0	104	2	5	d_clsd	6017.19176106
1	0	104	2	4	d_open	6017.54197849
1	0	104	2	8	pre_tgt	6017.61208748
1	0	104	2	10	tgt_on	6018.37270462
1	0	105	2	2	t_start	6021.00424248
1	0	105	2	11	all_drs_on	6023.02551344
1	0	105	2	5	d_clsd	6023.03555515
1	0	105	2	4	d_open	6023.39564039
1	0	105	2	5	d_clsd	6024.23626665
1	0	105	2	4	d_open	6024.58644030
1	0	105	2	5	d_clsd	6025.43695552
1	0	105	2	4	d_open	6025.78722577
1	0	105	2	5	d_clsd	6026.63770929
1	0	105	2	4	d_open	6026.98792973
1	0	105	2	5	d_clsd	6027.83846638
1	0	105	2	4	d_open	6028.18864305
