sub	sess	t	cond	trig	event	onset
1	0	9	1	5	d_clsd	3854.36199488
1	0	9	1	4	d_open	3854.70220048
1	0	9	1	5	d_clsd	3855.55273290
1	0	9	1	4	d_open	3856.10308405
1	0	9	1	5	d_clsd	3856.95363036
1	0	9	1	4	d_open	3857.30383541
1	0	9	1	5	d_clsd	3858.15435968
1	0	9	1	4	d_open	3858.50459582
1	0	9	1	5	d_clsd	3859.35509836
1	0	9	1	4	d_open	3860.00552150
1	0	9	1	5	d_clsd	3860.85603581
1	0	9	1	4	d_open	3861.20629037
1	0	9	1	5	d_clsd	3862.05684815
1	0	9	1	4	d_open	3862.40704896
1	0	9	1	5	d_clsd	3863.25757022
1	0	9	1	4	d_open	3863.60782296
1	0	9	1	5	d_clsd	3864.45832882
1	0	9	1	4	d_open	3864.80855077
1	0	9	1	5	d_clsd	3865.65907051
1	0	9	1	4	d_open	3866.00930967
1	0	9	1	5	d_clsd	3866.85984541
1	0	9	1	4	d_open	3867.21007068
1	0	9	1	5	d_clsd	3868.06059797
1	0	9	1	4	d_open	3868.41082506
1	0	9	1	5	d_clsd	3869.26135386
1	0	9	1	4	d_open	3869.61156252
1	0	9	1	5	d_clsd	3870.46211638
1	0	9	1	4	d_open	3871.29267377
1	0	9	1	5	d_clsd	3872.14322400
1	0	9	1	4	d_open	3872.56343812
1	0	9	1	5	d_clsd	3873.41395907
1	0	9	1	4	d_open	3873.81422441
1	0	9	1	7	pre_tgt	3873.87449093
1	0	9	1	9	tgt_on	3874.63487473
1	0	10	1	1	t_start	3882.77987403
1	0	10	1	11	all_drs_on	3892.68613768
1	0	10	1	5	d_clsd	3892.69618059
1	0	10	1	4	d_open	3893.58663350
1	0	10	1	5	d_clsd	3894.43720064
1	0	10	1	4	d_open	3894.78739482
1	0	10	1	5	d_clsd	3895.63792301
1	0	10	1	4	d_open	3896.43843348
1	0	10	1	5	d_clsd	3897.28896741
1	0	10	1	4	d_open	3897.78932256
1	0	10	1	5	d_clsd	3898.63981363
1	0	10	1	4	d_open	3899.16015951
1	0	10	1	5	d_clsd	3900.01070461
1	0	10	1	4	d_open	3901.44157806
1	0	10	1	5	d_clsd	3902.29210746
1	0	10	1	4	d_open	3902.64230888
1	0	10	1	5	d_clsd	3903.49286546
1	0	10	1	4	d_open	3903.84307020
1	0	10	1	5	d_clsd	3904.69364337
1	0	10	1	4	d_open	3905.96443218
1	0	10	1	5	d_clsd	3906.81495886
1	0	10	1	4	d_open	3907.16516542
1	0	10	1	5	d_clsd	3908.01571505
1	0	10	1	4	d_open	3908.36592160
1	0	10	1	5	d_clsd	3909.21645614
1	0	10	1	4	d_open	3909.56667477
1	0	10	1	5	d_clsd	3910.41720538
1	0	10	1	4	d_open	3910.76743367
1	0	10	1	5	d_clsd	3911.69801626
1	0	10	1	4	d_open	3912.04827353
1	0	10	1	5	d_clsd	3912.89882648
1	0	10	1	4	d_open	3913.24904662
1	0	10	1	7	pre_tgt	3913.32915565
1	0	10	1	9	tgt_on	3914.08967469
1	0	11	1	1	t_start	3916.73130074
1	0	11	1	11	all_drs_on	3921.09401015
1	0	11	1	5	d_clsd	3921.10403344
1	0	11	1	4	d_open	3921.85445371
1	0	11	1	5	d_clsd	3922.70494750
1	0	11	1	4	d_open	3923.05518545
1	0	11	1	5	d_clsd	3923.90569553
1	0	11	1	4	d_open	3924.25595250
1	0	11	1	7	pre_tgt	3924.33608538
1	0	11	1	9	tgt_on	3925.09656698
1	0	12	1	1	t_start	3927.72816673
1	0	12	1	11	all_drs_on	3932.32104833
1	0	12	1	5	d_clsd	3932.33110151
1	0	12	1	4	d_open	3933.00142543
1	0	12	1	7	pre_tgt	3933.06150781
1	0	12	1	9	tgt_on	3933.82206850
1	0	13	1	1	t_start	3936.46365712
1	0	13	1	11	all_drs_on	3941.11660722
1	0	13	1	5	d_clsd	3941.12653935
1	0	13	1	4	d_open	3941.90699750
1	0	13	1	5	d_clsd	3942.75754411
1	0	13	1	4	d_open	3943.20781149
1	0	13	1	5	d_clsd	3944.05840278
1	0	13	1	4	d_open	3944.40859575
1	0	13	1	5	d_clsd	3945.25911972
1	0	13	1	4	d_open	3945.60932899
1	0	13	1	7	pre_tgt	3945.67957382
1	0	13	1	9	tgt_on	3946.44006991
1	0	14	1	1	t_start	3949.08175302
1	0	14	1	11	all_drs_on	3953.71454123
1	0	14	1	5	d_clsd	3953.72455697
1	0	14	1	4	d_open	3954.56500241
1	0	14	1	7	pre_tgt	3954.63505646
1	0	14	1	9	tgt_on	3955.39558515
1	0	15	1	1	t_start	3958.02716135
1	0	15	1	11	all_drs_on	3970.60512424
1	0	15	1	5	d_clsd	3970.61515840
1	0	15	1	4	d_open	3971.33551424
1	0	15	1	5	d_clsd	3972.18605119
1	0	15	1	4	d_open	3972.53627858
1	0	15	1	5	d_clsd	3973.38680164
1	0	15	1	4	d_open	3974.80773330
1	0	15	1	7	pre_tgt	3974.87785014
1	0	15	1	9	tgt_on	3975.63840963
1	0	16	1	1	t_start	3981.22181614
1	0	16	1	11	all_drs_on	3986.12489053
1	0	16	1	5	d_clsd	3986.13494280
1	0	16	1	4	d_open	3986.90531034
1	0	16	1	7	pre_tgt	3986.97553193
1	0	16	1	9	tgt_on	3987.73598637
1	0	17	1	1	t_start	3990.38765533
1	0	17	1	11	all_drs_on	3992.40885868
1	0	17	1	5	d_clsd	3992.41880680
1	0	17	1	4	d_open	3994.46006095
1	0	17	1	7	pre_tgt	3994.54024092
1	0	17	1	9	tgt_on	3995.30075120
1	0	18	1	1	t_start	3997.95238455
1	0	18	1	11	all_drs_on	4004.85668302
1	0	18	1	5	d_clsd	4004.86672080
1	0	18	1	4	d_open	4005.93733452
1	0	18	1	5	d_clsd	4007.36819227
1	0	18	1	4	d_open	4007.71841150
1	0	18	1	7	pre_tgt	4007.78850932
1	0	18	1	9	tgt_on	4008.54910956
1	0	19	1	1	t_start	4011.18071383
1	0	19	1	11	all_drs_on	4013.21195646
1	0	19	1	5	d_clsd	4013.22189161
1	0	19	1	4	d_open	4013.85224735
1	0	19	1	5	d_clsd	4014.70279577
1	0	19	1	4	d_open	4015.05299115
1	0	19	1	5	d_clsd	4015.90357852
1	0	19	1	4	d_open	4016.75407955
1	0	19	1	5	d_clsd	4017.60464065
1	0	19	1	4	d_open	4017.95483784
1	0	19	1	7	pre_tgt	4018.02497672
1	0	19	1	9	tgt_on	4018.78551356
1	0	20	1	1	t_start	4021.53714736
1	0	20	1	11	all_drs_on	4023.55845123
1	0	20	1	5	d_clsd	4023.56841807
1	0	20	1	4	d_open	4024.18875534
1	0	20	1	7	pre_tgt	4024.25888698
1	0	20	1	9	tgt_on	4025.01948450
1	0	21	1	1	t_start	4027.66102361
1	0	21	1	11	all_drs_on	4030.21259945
1	0	21	1	5	d_clsd	4030.22262032
1	0	21	1	4	d_open	4030.58276625
1	0	21	1	5	d_clsd	4031.42330496
1	0	21	1	4	d_open	4031.77352812
1	0	21	1	5	d_clsd	4032.62404575
1	0	21	1	4	d_open	4032.97431570
1	0	21	1	5	d_clsd	4033.82482005
1	0	21	1	4	d_open	4034.17504139
1	0	21	1	7	pre_tgt	4034.25518726
1	0	21	1	9	tgt_on	4035.01580893
1	0	22	1	1	t_start	4037.66729768
1	0	22	1	11	all_drs_on	4051.01579716
1	0	22	1	5	d_clsd	4051.02568883
1	0	22	1	4	d_open	4051.88616907
1	0	22	1	5	d_clsd	4052.73673229
1	0	22	1	4	d_open	4053.11694290
1	0	22	1	7	pre_tgt	4053.18719890
1	0	22	1	9	tgt_on	4053.94771220
1	0	23	1	1	t_start	4059.31090581
1	0	23	1	11	all_drs_on	4061.82249354
1	0	23	1	5	d_clsd	4061.83253041
1	0	23	1	4	d_open	4062.35276641
1	0	23	1	5	d_clsd	4063.20329159
1	0	23	1	4	d_open	4063.85373043
1	0	23	1	5	d_clsd	4064.70423569
1	0	23	1	4	d_open	4065.25458291
1	0	23	1	7	pre_tgt	4065.32468043
1	0	23	1	9	tgt_on	4066.08528399
1	0	24	1	1	t_start	4070.42795255
1	0	24	1	11	all_drs_on	4075.11090701
1	0	24	1	5	d_clsd	4075.12088653
1	0	24	1	4	d_open	4075.46099463
1	0	24	1	5	d_clsd	4076.31154124
1	0	24	1	4	d_open	4077.84249483
1	0	24	1	5	d_clsd	4078.69303963
1	0	24	1	4	d_open	4079.53357563
1	0	24	1	5	d_clsd	4080.38408964
1	0	24	1	4	d_open	4080.91448961
1	0	24	1	7	pre_tgt	4080.99455698
1	0	24	1	9	tgt_on	4081.75513851
1	0	25	1	1	t_start	4084.39669875
1	0	25	1	11	all_drs_on	4086.41797485
1	0	25	1	5	d_clsd	4086.42801232
1	0	25	1	4	d_open	4088.13899601
1	0	25	1	7	pre_tgt	4088.20903497
1	0	25	1	9	tgt_on	4088.96958328
1	0	26	2	2	t_start	4184.74975224
1	0	26	2	11	all_drs_on	4186.77101203
1	0	26	2	5	d_clsd	4186.78108060
1	0	26	2	4	d_open	4187.47141971
1	0	26	2	5	d_clsd	4188.32196330
1	0	26	2	4	d_open	4188.67223446
1	0	26	2	5	d_clsd	4189.52270771
1	0	26	2	4	d_open	4189.87294355
1	0	26	2	5	d_clsd	4190.72347718
1	0	26	2	4	d_open	4191.07370637
1	0	26	2	5	d_clsd	4191.92423336
1	0	26	2	4	d_open	4192.27445803
1	0	26	2	5	d_clsd	4193.12497928
1	0	26	2	4	d_open	4193.84550176
1	0	26	2	5	d_clsd	4194.69595147
1	0	26	2	4	d_open	4195.04619395
1	0	26	2	5	d_clsd	4195.89674207
1	0	26	2	4	d_open	4196.24694711
1	0	26	2	5	d_clsd	4197.09751395
1	0	26	2	4	d_open	4197.44770601
1	0	26	2	5	d_clsd	4198.29825504
1	0	26	2	4	d_open	4198.64844379
1	0	26	2	5	d_clsd	4199.49901575
1	0	26	2	4	d_open	4199.84921627
1	0	26	2	5	d_clsd	4200.69975111
1	0	26	2	4	d_open	4201.04995887
1	0	26	2	5	d_clsd	4201.90050759
1	0	26	2	4	d_open	4202.25070539
1	0	26	2	5	d_clsd	4203.10123540
1	0	26	2	4	d_open	4203.45147214
1	0	26	2	5	d_clsd	4204.30200728
1	0	26	2	4	d_open	4204.65221022
1	0	26	2	5	d_clsd	4205.50276407
1	0	26	2	4	d_open	4205.85299568
1	0	26	2	5	d_clsd	4206.70350667
1	0	26	2	4	d_open	4207.05375368
1	0	26	2	8	pre_tgt	4207.11394262
1	0	26	2	10	tgt_on	4207.87438045
1	0	27	2	2	t_start	4210.51604635
1	0	27	2	11	all_drs_on	4212.68736931
1	0	27	2	5	d_clsd	4212.69739169
1	0	27	2	4	d_open	4213.53785373
1	0	27	2	5	d_clsd	4214.53849974
1	0	27	2	4	d_open	4214.88867097
1	0	27	2	5	d_clsd	4215.73924385
1	0	27	2	4	d_open	4216.08948451
1	0	27	2	5	d_clsd	4216.93997769
1	0	27	2	4	d_open	4217.29020085
1	0	27	2	5	d_clsd	4218.14071939
1	0	27	2	4	d_open	4218.49093409
1	0	27	2	5	d_clsd	4219.34152900
1	0	27	2	4	d_open	4219.69170084
1	0	27	2	5	d_clsd	4220.54222360
1	0	27	2	4	d_open	4220.89245129
1	0	27	2	5	d_clsd	4221.74298341
1	0	27	2	4	d_open	4222.09321170
1	0	27	2	5	d_clsd	4222.94385521
1	0	27	2	4	d_open	4223.29405060
1	0	27	2	5	d_clsd	4224.14454468
1	0	27	2	4	d_open	4224.49474158
1	0	27	2	5	d_clsd	4225.34529694
1	0	27	2	4	d_open	4225.69550289
1	0	27	2	8	pre_tgt	4225.77569011
1	0	27	2	10	tgt_on	4226.53611527
1	0	28	2	2	t_start	4229.17774162
1	0	28	2	11	all_drs_on	4231.53924777
1	0	28	2	5	d_clsd	4231.54920103
1	0	28	2	4	d_open	4232.30962407
1	0	28	2	5	d_clsd	4233.16016585
1	0	28	2	4	d_open	4233.51035821
1	0	28	2	5	d_clsd	4234.36090392
1	0	28	2	4	d_open	4234.86126662
1	0	28	2	5	d_clsd	4235.71177247
1	0	28	2	4	d_open	4236.06200891
1	0	28	2	5	d_clsd	4236.91253953
1	0	28	2	4	d_open	4237.26278713
1	0	28	2	8	pre_tgt	4237.32289668
1	0	28	2	10	tgt_on	4238.08335897
1	0	29	2	2	t_start	4240.73496363
1	0	29	2	11	all_drs_on	4242.74623515
1	0	29	2	5	d_clsd	4242.75632968
1	0	29	2	4	d_open	4243.56673333
1	0	29	2	8	pre_tgt	4243.62693827
1	0	29	2	10	tgt_on	4244.38738425
1	0	30	2	2	t_start	4247.02893272
1	0	30	2	11	all_drs_on	4249.05016475
1	0	30	2	5	d_clsd	4249.06019286
1	0	30	2	4	d_open	4249.70058125
1	0	30	2	5	d_clsd	4250.68116800
1	0	30	2	4	d_open	4251.03135553
1	0	30	2	8	pre_tgt	4251.11163331
1	0	30	2	10	tgt_on	4251.87207779
1	0	31	2	2	t_start	4254.51364014
1	0	31	2	11	all_drs_on	4256.53490960
1	0	31	2	5	d_clsd	4256.54495251
1	0	31	2	4	d_open	4257.23529765
1	0	31	2	5	d_clsd	4258.10583439
1	0	31	2	4	d_open	4258.45605755
1	0	31	2	5	d_clsd	4259.31659364
1	0	31	2	4	d_open	4259.66678450
1	0	31	2	5	d_clsd	4260.85755241
1	0	31	2	4	d_open	4261.20779036
1	0	31	2	5	d_clsd	4262.05834572
1	0	31	2	4	d_open	4262.40857582
1	0	31	2	5	d_clsd	4263.25909889
1	0	31	2	4	d_open	4263.60935948
1	0	31	2	8	pre_tgt	4263.67947330
1	0	31	2	10	tgt_on	4264.43997211
1	0	32	2	2	t_start	4267.07155887
1	0	32	2	11	all_drs_on	4269.09281987
1	0	32	2	5	d_clsd	4269.10281750
1	0	32	2	4	d_open	4269.69312295
1	0	32	2	5	d_clsd	4270.54363726
1	0	32	2	4	d_open	4270.89386887
1	0	32	2	5	d_clsd	4271.74445231
1	0	32	2	4	d_open	4272.09466701
1	0	32	2	5	d_clsd	4272.94520034
1	0	32	2	4	d_open	4273.29539090
1	0	32	2	8	pre_tgt	4273.37541813
1	0	32	2	10	tgt_on	4274.13595950
1	0	33	2	2	t_start	4276.77759038
1	0	33	2	11	all_drs_on	4278.79890542
1	0	33	2	5	d_clsd	4278.80886350
1	0	33	2	4	d_open	4279.39924593
1	0	33	2	5	d_clsd	4280.24977382
1	0	33	2	4	d_open	4280.59997827
1	0	33	2	5	d_clsd	4281.45056895
1	0	33	2	4	d_open	4281.80073536
1	0	33	2	5	d_clsd	4282.65128227
1	0	33	2	4	d_open	4283.00146769
1	0	33	2	5	d_clsd	4283.85202396
1	0	33	2	4	d_open	4284.20223806
1	0	33	2	5	d_clsd	4285.05278105
1	0	33	2	4	d_open	4285.40301025
1	0	33	2	5	d_clsd	4286.24355651
1	0	33	2	4	d_open	4286.59375703
1	0	33	2	8	pre_tgt	4286.67389655
1	0	33	2	10	tgt_on	4287.43449770
1	0	34	2	2	t_start	4290.07604345
1	0	34	2	11	all_drs_on	4292.10732321
1	0	34	2	5	d_clsd	4292.11730696
1	0	34	2	4	d_open	4292.64756232
1	0	34	2	5	d_clsd	4293.59816071
1	0	34	2	4	d_open	4293.94837149
1	0	34	2	5	d_clsd	4294.79892655
1	0	34	2	4	d_open	4295.14912284
1	0	34	2	5	d_clsd	4295.99966402
1	0	34	2	4	d_open	4296.34992280
1	0	34	2	5	d_clsd	4297.20040300
1	0	34	2	4	d_open	4297.55064940
1	0	34	2	5	d_clsd	4298.40117759
1	0	34	2	4	d_open	4298.75139502
1	0	34	2	5	d_clsd	4299.60193529
1	0	34	2	4	d_open	4299.95215150
1	0	34	2	5	d_clsd	4300.80267819
1	0	34	2	4	d_open	4301.15290829
1	0	34	2	5	d_clsd	4302.00344977
1	0	34	2	4	d_open	4302.35365632
1	0	34	2	5	d_clsd	4303.20426603
1	0	34	2	4	d_open	4303.55440858
1	0	34	2	8	pre_tgt	4303.63467187
1	0	34	2	10	tgt_on	4304.39514050
1	0	35	2	2	t_start	4307.03668716
1	0	35	2	11	all_drs_on	4309.05790046
1	0	35	2	5	d_clsd	4309.06788693
1	0	35	2	4	d_open	4309.72832430
1	0	35	2	5	d_clsd	4310.57886367
1	0	35	2	4	d_open	4310.92920999
1	0	35	2	5	d_clsd	4311.77964672
1	0	35	2	4	d_open	4312.12988618
1	0	35	2	5	d_clsd	4312.98040291
1	0	35	2	4	d_open	4313.33064719
1	0	35	2	5	d_clsd	4314.18112015
1	0	35	2	4	d_open	4314.53133999
1	0	35	2	5	d_clsd	4315.37181501
1	0	35	2	4	d_open	4315.72205356
1	0	35	2	5	d_clsd	4316.57260349
1	0	35	2	4	d_open	4316.92282454
1	0	35	2	5	d_clsd	4317.77338262
1	0	35	2	4	d_open	4318.57387497
1	0	35	2	5	d_clsd	4319.42437932
1	0	35	2	4	d_open	4320.44508186
1	0	35	2	5	d_clsd	4321.29553912
1	0	35	2	4	d_open	4321.64580393
1	0	35	2	5	d_clsd	4322.49635115
1	0	35	2	4	d_open	4322.99663777
1	0	35	2	8	pre_tgt	4323.06674978
1	0	35	2	10	tgt_on	4323.82732738
1	0	36	2	2	t_start	4326.46890574
1	0	36	2	11	all_drs_on	4328.48011507
1	0	36	2	5	d_clsd	4328.49020749
1	0	36	2	4	d_open	4329.15053469
1	0	36	2	5	d_clsd	4330.00102938
1	0	36	2	4	d_open	4330.35128966
1	0	36	2	5	d_clsd	4331.20180911
1	0	36	2	4	d_open	4331.55204947
1	0	36	2	5	d_clsd	4332.40258672
1	0	36	2	4	d_open	4332.75277607
1	0	36	2	5	d_clsd	4333.60330366
1	0	36	2	4	d_open	4333.95355610
1	0	36	2	5	d_clsd	4334.80405864
1	0	36	2	4	d_open	4335.15427757
1	0	36	2	8	pre_tgt	4335.23434465
1	0	36	2	10	tgt_on	4335.99494821
1	0	37	2	2	t_start	4338.63656913
1	0	37	2	11	all_drs_on	4340.65780658
1	0	37	2	5	d_clsd	4340.66776316
1	0	37	2	4	d_open	4341.18812353
1	0	37	2	5	d_clsd	4342.03866048
1	0	37	2	4	d_open	4342.38883504
1	0	37	2	5	d_clsd	4343.23939372
1	0	37	2	4	d_open	4343.58964496
1	0	37	2	5	d_clsd	4344.44015202
1	0	37	2	4	d_open	4344.79039118
